filename,folder,q,RR-2D-xy,RR-1D-x,DET-2D-xy,DET-1D-x,ENT-2D-xy,ENT-1D-x
m1q1_preprocessed_calibrated.csv,1,1,0.04795877923107412,0.1798123926542476,0.3278236914600551,0.39603232916972814,1.224394445405986,1.6766624260257172
m1q2_preprocessed_calibrated.csv,1,2,0.058466116932233865,0.1904023808047616,0.47613997879109227,0.6450667535004885,2.5396761569379356,2.2430527857839504
m1q3_preprocessed_calibrated.csv,1,3,0.06897959183673469,0.13795918367346938,0.5976331360946746,0.5088757396449705,2.0438016948537907,2.273171964437993
m1q4_preprocessed_calibrated.csv,1,4,0.10370583165756966,0.2548807813846596,0.587590027700831,0.7129976105676029,2.5307051374879546,2.866485081375549
m1q5_preprocessed_calibrated.csv,1,5,0.08591584782060972,0.26832955404383974,0.39589442815249265,0.4460093896713615,1.572351663308588,2.190710974577218
m10q1_preprocessed_calibrated.csv,10,1,0.15472064692291534,0.23159525309808865,0.8068895299507891,0.8065978913955334,3.0026564196001186,3.0536692933216436
m10q2_preprocessed_calibrated.csv,10,2,0.04854288300708419,0.16360072752036808,0.5893926432848589,0.6095233260571603,2.5854512588436096,2.5734517308903104
m10q3_preprocessed_calibrated.csv,10,3,0.06057328285559762,0.1418334234721471,0.6484375,0.555767397521449,2.5198244866089565,2.1599403922572447
m10q4_preprocessed_calibrated.csv,10,4,0.04771604938271605,0.18700960219478738,0.4490441282161851,0.5162473410107826,2.046857324670793,2.2013506649293353
m10q5_preprocessed_calibrated.csv,10,5,0.08923076923076922,0.1881656804733728,0.506631299734748,0.6327044025157232,1.3791504554669138,1.8569294939613836
m11q1_preprocessed_calibrated.csv,11,1,0.12544640611639254,0.25428801368140436,0.8267842822774659,0.8275145880723964,3.181846996320251,3.406385929091659
m11q2_preprocessed_calibrated.csv,11,2,0.062233654547548665,0.1852640007897811,0.5766281836608795,0.6947215725746766,2.3265464397074274,2.6020325078117086
m11q3_preprocessed_calibrated.csv,11,3,0.06189986282578875,0.15757887517146776,0.7063711911357341,0.6866158868335147,2.457710537123841,2.327776440379616
m11q4_preprocessed_calibrated.csv,11,4,0.029649522569444444,0.13978407118055555,0.3847209515096066,0.4199495439549777,1.9473684954664934,1.7133009755888096
m11q5_preprocessed_calibrated.csv,11,5,0.03828448225627877,0.15214731076277607,0.3698630136986301,0.3427805438529299,1.1372485119165283,1.3583582225287871
m12q1_preprocessed_calibrated.csv,12,1,0.05646181731130946,0.16220375500153894,0.5735917625681405,0.5559772296015181,1.9359073926796977,2.138255749136423
m12q2_preprocessed_calibrated.csv,12,2,0.07270233196159122,0.16933394299649443,0.5932914046121593,0.42934293429342935,2.589055452376517,2.039414780075523
m12q3_preprocessed_calibrated.csv,12,3,0.055020408163265304,0.1459265306122449,0.4682492581602374,0.37435667934661,1.8466236608126123,1.5914699919444957
m12q4_preprocessed_calibrated.csv,12,4,0.03426566705113418,0.17315455594002307,0.3955119214586255,0.4321398834304746,1.6637128509711907,1.8086639259437314
